PROBEID	ENTREZID	SYMBOL
1418846_at	11781	Ap4m1
1418847_at	11847	Arg2
1418848_at	11832	Aqp7
1418849_x_at	11832	Aqp7
1418850_at	13831	Epc1
1418851_at	79263	Trim39
1418852_at	11435	Chrna1
1418853_at	28194	Apon
1418854_at	11797	Birc2
1418855_at	73730	Lce1l
1418856_a_at	14087	Fanca
1418857_at	20500	Slc13a2
1418858_at	71724	Aox3
1418859_at	170767	Rfxap
1418860_a_at	68614	Letmd1
1418861_at	59004	Pias4
1418862_at	67856	Echdc3
1418863_at	14463	Gata4
1418864_at	14463	Gata4
1418865_at	29813	Zfp385a
1418866_at	13081	Cyp24a1
1418867_at	13081	Cyp24a1
1418868_at	13799	En2
1418869_a_at	56361	Pus1
1418870_at	67752	Ppp1r32
1418871_a_at	53906	Phgr1
1418872_at	18669	Abcb1b
1418873_at	94281	Sfxn4
1418874_a_at	19185	Psmd4
1418875_at	58867	Syngr4
1418876_at	15229	Foxd1
1418877_at	NA	NA
1418878_at	11451	Acrv1
1418879_at	104943	Fam110c
1418880_at	14587	Gfra3
1418881_at	117148	Necab2
1418882_at	23968	Nlrp5
1418883_a_at	18458	Pabpc1
1418884_x_at	22142	Tuba1a
1418885_a_at	170718	Idh3b
1418886_s_at	170718	Idh3b
1418887_a_at	28081	Fam104a
1418888_a_at	27361	Msrb1
1418889_a_at	104318	Csnk1d
1418890_a_at	19340	Rab3d
1418891_a_at	19340	Rab3d
1418892_at	80837	Rhoj
1418893_at	18515	Pbx2
1418894_s_at	18515	Pbx2
1418895_at	54353	Skap2
1418896_a_at	20014	Rpn2
1418897_at	14061	F2
1418898_at	22343	Lin7c
1418899_at	67890	Ufm1
1418900_at	67890	Ufm1
1418901_at	12608	Cebpb
1418902_at	68038	Chid1
1418903_at	11827	Aqp2
1418904_at	14583	Gfpt1
1418905_at	26425	Nubp1
1418906_at	26425	Nubp1
1418907_at	14067	F5
1418908_at	18484	Pam
1418909_at	27028	Ermap
1418910_at	12162	Bmp7
1418911_s_at	50790	Acsl4
1418912_at	67448	Plxdc2
1418913_at	64918	Bhmt2
1418914_s_at	64918	Bhmt2
1418915_at	67096	Mmachc
1418916_a_at	75396	Spp2
1418917_at	56016	Hebp2
1418918_at	16006	Igfbp1
1418919_at	72415	Sgol1
1418920_at	60363	Cldn15
1418921_at	94332	Cadm3
1418922_at	94332	Cadm3
1418923_at	105355	Slc17a3
1418924_at	66985	Rassf7
1418925_at	12614	Celsr1
1418926_at	21417	Zeb1
1418927_a_at	56541	Habp4
1418928_a_at	67099	Mettl21a
1418929_at	73916	Ift57
1418930_at	15945	Cxcl10
1418931_at	67709	Reg4
1418932_at	18030	Nfil3
1418933_at	20513	Slc1a6
1418934_at	23937	Mab21l2
1418935_at	17364	Trpm1
1418936_at	17133	Maff
1418937_at	13371	Dio2
1418938_at	13371	Dio2
1418939_at	15284	Hlx
1418940_at	56362	Sult1b1
1418941_at	93893	Pcdhb22
1418942_at	67694	Ift74
1418943_at	65964	Zak
1418944_at	58861	Cysltr1
1418945_at	17392	Mmp3
1418946_at	20442	St3gal1
1418947_at	23954	Nek3
1418948_at	56223	Fscn3
1418949_at	23886	Gdf15
1418950_at	13489	Drd2
1418951_at	378431	Txlnb
1418952_at	378431	Txlnb
1418953_at	50759	Fbxo16
1418954_at	55984	Camkk1
1418955_at	22755	Zfp93
1418956_at	83984	Tssk6
1418957_at	20840	Stac
1418958_at	56293	Slc35g3
1418959_at	80893	Tmprss5
1418960_at	239510	Phf20l1
1418961_at	66147	Necap2
1418962_at	66147	Necap2
1418963_at	66960	Fam188a
1418964_at	67556	Pigm
1418965_at	66394	Nosip
1418966_a_at	66686	Dcbld1
1418967_a_at	64213	St7
1418968_at	12421	Rb1cc1
1418969_at	27401	Skp2
1418970_a_at	12042	Bcl10
1418971_x_at	12042	Bcl10
1418972_at	12042	Bcl10
1418973_at	66352	Blzf1
1418974_at	66352	Blzf1
1418975_at	80987	Nckipsd
1418976_s_at	12684	Cideb
1418977_at	57230	Sap30bp
1418978_at	57230	Sap30bp
1418979_at	105387	Akr1c14
1418980_a_at	12799	Cnp
1418981_at	12364	Casp12
1418982_at	12606	Cebpa
1418983_at	12695	Inadl
1418984_at	12695	Inadl
1418985_at	80281	Cttnbp2nl
1418986_a_at	22294	Uxt
1418987_at	18782	Pla2g2d
1418988_at	18634	Pex7
1418989_at	13034	Ctse
1418990_at	66607	Ms4a4d
1418991_at	12018	Bak1
1418992_at	14058	F10
1418993_s_at	14058	F10
1418994_at	68236	Gtsf1l
1418995_at	18013	Neurod2
1418996_a_at	67636	Lyrm5
1418997_at	67636	Lyrm5
1418998_at	98256	Kmo
1418999_at	67862	2310033P09Rik
1419000_at	55987	Cpxm2
1419001_at	12012	Baat
1419002_s_at	12012	Baat
1419003_at	23828	Bves
1419004_s_at	12044|12045|12047	Bcl2a1a|Bcl2a1b|Bcl2a1d
1419005_at	12962	Crybb3
1419006_s_at	93834	Peli2
1419007_at	22788	Zp3
1419008_at	18168	Npy5r
1419009_at	11470	Actl7a
1419010_x_at	16622	Klk1b5
1419011_at	12958	Cryba2
1419012_at	22762	Zfpm2
1419013_at	67471	Gpatch1
1419014_at	19743	Rhag
1419015_at	22403	Wisp2
1419016_at	73297	1700034I23Rik
1419017_at	53419	Corin
1419018_at	19202	Rhox6
1419019_a_at	11643	Akap4
1419020_at	14603	Gif
1419021_at	109904	Mcf2
1419022_a_at	13806|433182	Eno1|Eno1b
1419023_x_at	13806	Eno1
1419024_at	19243|433406	Ptp4a1|Gm13363
1419025_at	20215	Sag
1419026_at	13163	Daxx
1419027_s_at	56356	Gltp
1419028_at	74100	Arpp21
1419029_at	50527	Ero1l
1419030_at	50527	Ero1l
1419031_at	56473	Fads2
1419032_at	70415	Stk26
1419033_at	70415	Stk26
1419034_at	12995	Csnk2a1
1419035_s_at	12995	Csnk2a1
1419036_at	12995	Csnk2a1
1419037_at	12995	Csnk2a1
1419038_a_at	12995	Csnk2a1
1419039_at	56448	Cyp2d22
1419040_at	56448	Cyp2d22
1419041_at	71927	Itfg1
1419042_at	60440	Iigp1
1419043_a_at	60440	Iigp1
1419044_at	170571	Cntnap4
1419045_at	66972	Slc25a23
1419046_at	59053	Hgh1
1419047_at	54604	Pcnx
1419048_at	54604	Pcnx
1419049_at	54604	Pcnx
1419050_at	66139	Tmem8c
1419051_at	18426	Ovol1
1419052_at	18426	Ovol1
1419053_at	56273	Pex14
1419054_a_at	24000	Ptpn21
1419055_a_at	24000	Ptpn21
1419056_at	20167	Rtn2
1419057_at	20537	Slc5a1
1419058_at	64424	Polr1e
1419059_at	20219	Apcs
1419060_at	14939	Gzmb
1419061_at	11854	Rhod
1419062_at	13823	Epb41l3
1419063_at	22239	Ugt8a
1419064_a_at	22239	Ugt8a
1419065_at	66650	Nepn
1419066_at	72500	Ier5l
1419067_a_at	56715	Rabgef1
1419068_at	56715	Rabgef1
1419069_at	56715	Rabgef1
1419070_at	12879	Cys1
1419071_at	12879	Cys1
1419072_at	68312	Gstm7
1419073_at	56363	Tmeff2
1419074_at	68044	Chac2
1419075_s_at	20208|20209	Saa1|Saa2
1419076_a_at	12190	Brca2
1419077_at	13384	Mpp3
1419078_at	18080	Nin
1419079_at	20278	Scnn1g
1419080_at	14573	Gdnf
1419081_at	66795	Atg10
1419082_at	18788	Serpinb2
1419083_at	21943	Tnfsf11
1419084_a_at	18545	Pcp2
1419085_at	18545	Pcp2
1419086_at	14181	Fgfbp1
1419087_s_at	67465	Sf3a1
1419088_at	21859	Timp3
1419089_at	21859	Timp3
1419090_x_at	13647|16618	Egfbp2|Klk1b26
1419091_a_at	12306	Anxa2
1419092_a_at	20874	Slk
1419093_at	56720	Tdo2
1419094_at	13096	Cyp2c37
1419095_a_at	55938	Apom
1419096_at	55938	Apom
1419097_a_at	13830	Stom
1419098_at	13830	Stom
1419099_x_at	13830	Stom
1419100_at	20716	Serpina3n
1419101_at	20466	Sin3a
1419102_at	20466	Sin3a
1419103_a_at	66082	Abhd6
1419104_at	66082	Abhd6
1419105_at	20186	Nr1h4
1419106_at	12812|72381	Coil|2210409E12Rik
1419107_at	94190	Ophn1
1419108_at	94190	Ophn1
1419109_at	15464	Hrc
1419110_at	71340	Riok1
1419111_at	69260	Ing2
1419112_at	18099	Nlk
1419113_at	11766	Ap1g2
1419114_at	66789	Alg14
1419115_at	66789	Alg14
1419116_at	66789	Alg14
1419117_at	20518	Slc22a2
1419118_at	58188	Vstm2b
1419119_at	23900	Hcst
1419120_at	17095	Lyl1
1419121_at	22017	Tpmt
1419122_at	17299	Mettl1
1419123_a_at	54635	Pdgfc
1419124_at	98682	Mfsd6
1419125_at	19253	Ptpn18
1419126_at	15438	Hoxd9
1419127_at	109648	Npy
1419128_at	16411	Itgax
1419129_at	102570	Slc22a13
1419130_at	66757	Adat2
1419131_at	14060	F13b
1419132_at	24088	Tlr2
1419133_at	14027	Evpl
1419134_at	58176	Rhbg
1419135_at	16994	Ltb
1419136_at	105349	Akr1c18
1419137_at	58234	Shank3
1419138_at	54218	B3galt4
1419139_at	14563	Gdf5
1419140_at	11481	Acvr2b
1419141_at	12967	Crygd
1419142_at	56835	Ctsr
1419143_at	664723|664725|66742	Cypt8|Cypt7|Cypt1
1419144_at	93671	Cd163
1419145_at	68678	Smtnl1
1419146_a_at	103988	Gck
1419147_at	56739	Rec8
1419148_at	11567	Avil
1419149_at	18787	Serpine1
1419150_at	17878	Myf6
1419151_at	100041548|622306|622924|67410	Gm3402|Gm6309|Gm6370|4930449I24Rik
1419152_at	68026	2810417H13Rik
1419153_at	68026	2810417H13Rik
1419154_at	50528	Tmprss2
1419155_a_at	20677	Sox4
1419156_at	20677	Sox4
1419157_at	20677	Sox4
1419158_a_at	70791	Hars2
1419159_at	269682	Golga3
1419160_at	269682	Golga3
1419161_a_at	50490	Nox4
1419162_s_at	100037258	Dnajc3
1419163_s_at	100037258	Dnajc3
1419164_at	26466	Zfp260
1419165_at	26466	Zfp260
1419166_at	246787	Slc5a2
1419167_at	22264	Prap1
1419168_at	50772	Mapk6
1419169_at	50772	Mapk6
1419170_at	67698	Fam174a
1419171_at	67698	Fam174a
1419172_at	13361	Dhfr
1419173_at	109652	Acy1
1419174_at	66421	2410004B18Rik
1419175_a_at	12231	Btn1a1
1419176_at	52348	Vps37a
1419177_at	52348	Vps37a
1419178_at	12502	Cd3g
1419179_at	27366	Txnl4a
1419180_at	80288	Bcl9l
1419181_at	54367	Zfp326
1419182_at	64817	Svep1
1419183_at	100715	Papd4
1419184_a_at	14200	Fhl2
1419185_a_at	58805	Mlxipl
1419186_a_at	20452	St8sia4
1419187_at	100042922|100042927|100042929|100042931|100042939|100042943|100042944|100042946|547154|547160|76383	Gm14483|Gm14474|Gm14477|Gm14476|Gm14479|Gm14482|Gm14478|Gm14475|Gm14501|Gm14484|1700012L04Rik
1419188_s_at	100039863|100039939|100040048|100861978|20301	Gm13306|Gm2506|Ccl27b|LOC100861978|Ccl27a
1419189_at	53611	Vti1a
1419190_at	53611	Vti1a
1419191_at	15259	Hipk3
1419192_at	100328588|14204	Gm21948|Il4i1
1419193_a_at	63986	Gmfg
1419194_s_at	63986	Gmfg
1419195_at	192201	Wfdc15b
1419196_at	84506	Hamp
1419197_x_at	84506	Hamp
1419198_at	30951	Cbx8
1419199_at	30951	Cbx8
1419200_at	57780	Fxyd7
1419201_at	56538	Klk11
1419202_at	13011	Cst7
1419203_at	24082	Map2k3os
1419204_at	13388	Dll1
1419205_x_at	66614	Gpatch4
1419206_at	12493	Cd37
1419207_at	22696	Zfp37
1419208_at	26410	Map3k8
1419209_at	14825	Cxcl1
1419210_at	15465	Hrh1
1419211_s_at	71177	Asun
1419212_at	50723	Icosl
1419213_at	15586|56441	Hyal1|Nat6
1419214_at	21934	Tnfrsf11a
1419215_at	71872	Aox4
1419216_at	12009	Cep131
1419217_at	27414	Sergef
1419218_at	93840	Vangl2
1419219_at	72054	Cyp4f18
1419220_at	22437	Xirp1
1419221_a_at	51791	Rgs14
1419222_at	21390	Tbxa2r
1419223_a_at	13527	Dtna
1419224_at	94047	Cecr6
1419225_at	12294	Cacna2d3
1419226_at	84544	Cd96
1419227_at	12467	Cct6b
1419228_at	114615	Elac1
1419229_at	100861640|194856|434759|57737|636177|664608|664609|664610	Rhox4a2|Rhox4e|Rhox4c|Rhox4b|Rhox4f|Rhox4g|Rhox4a|Rhox4d
1419230_at	268482	Krt12
1419231_s_at	268482	Krt12
1419232_a_at	11806	Apoa1
1419233_x_at	11806	Apoa1
1419234_at	117599	Helb
1419235_s_at	117599	Helb
1419236_at	117599	Helb
1419237_at	57775	Usp29
1419238_at	27403	Abca7
1419239_at	22712	Zfp54
1419240_at	83560	Tex14
1419241_a_at	11634	Aire
1419242_at	77432	9530002B09Rik
1419243_at	68365	Rab14
1419244_a_at	68365	Rab14
1419245_at	68365	Rab14
1419246_s_at	68365	Rab14
1419247_at	19735	Rgs2
1419248_at	19735	Rgs2
1419249_at	18647	Cdk14
1419250_a_at	18647	Cdk14
1419251_at	13858	Eps15
1419252_at	13858	Eps15
1419253_at	17768	Mthfd2
1419254_at	17768	Mthfd2
1419255_at	20742	Sptbn1
1419256_at	20742	Sptbn1
1419257_at	21399	Tcea1
1419258_at	21399	Tcea1
1419259_at	20163	Rsu1
1419260_a_at	20638	Snrpb
1419261_at	66948	Acad8
1419262_at	66948	Acad8
1419263_a_at	56436	Adrm1
1419264_at	67463	Poc5
1419265_at	67463	Poc5
1419266_at	18045	Nfyb
1419267_at	18045	Nfyb
1419268_at	23795	Agr2
1419269_at	110074	Dut
1419270_a_at	110074	Dut
1419271_at	18508	Pax6
1419272_at	17874	Myd88
1419273_at	19777	Uri1
1419274_at	19777	Uri1
1419275_at	70248	Dazap1
1419276_at	18605	Enpp1
1419277_at	170707	Usp48
1419278_at	170707	Usp48
1419279_at	18718	Pip4k2a
1419280_at	18718	Pip4k2a
1419281_a_at	22687	Zpr1
1419282_at	20293	Ccl12
1419283_s_at	21961	Tns1
1419284_at	54151	Cyhr1
1419285_s_at	54151	Cyhr1
1419286_s_at	12589	Ift81
1419287_at	66320	Tmem208
1419288_at	67374	Jam2
1419289_a_at	20972	Syngr1
1419290_at	67011	Mettl6
1419291_x_at	14455	Gas5
1419292_at	78558	Htra3
1419293_at	13508	Dscam
1419294_at	67082	1700011H14Rik
1419295_at	26427	Creb3l1
1419296_at	171207	Arhgap4
1419297_at	15001	H2-Oa
1419298_at	269823	Pon3
1419299_at	66439	Borcs7
1419300_at	14254	Flt1
1419301_at	14366	Fzd4
1419302_at	56198	Heyl
1419303_at	56198	Heyl
1419304_at	20997	T
1419305_a_at	66153	Fbxo36
1419306_at	66717	Ccdc96
1419307_at	72049	Tnfrsf13c
1419308_at	16348	Invs
1419309_at	14726	Pdpn
1419310_s_at	19727	Rfxank
1419311_at	19824	Trim10
1419312_at	11937	Atp2a1
1419313_at	12455	Ccnt1
1419314_at	26944	Tinag
1419315_at	98365	Slamf9
1419316_s_at	13972	Gnb1l
1419317_x_at	94060	Lce3c
1419318_at	20211	Saa4
1419319_at	20211	Saa4
1419320_at	56773	Chst5
1419321_at	14068	F7
1419322_at	13998	Fgd6
1419323_at	18599	Padi1
1419324_at	16876	Lhx9
1419325_at	56183	Nmu
1419326_at	67483	1700028P14Rik
1419327_at	94184	Pdxdc1
1419328_at	20355	Sema4f
1419329_at	20410	Sorbs3
1419330_a_at	59290	Gpa33
1419331_at	12557	Cdh17
1419332_at	54156	Egfl6
1419333_at	100764	Rita1
1419334_at	12477	Ctla4
1419335_at	68271	Zfp85os
1419336_at	13863	Lcn5
1419337_at	73532	1700080E11Rik
1419338_at	57355	BC051019
1419339_at	50877	Neu3
1419340_at	83456	Mov10l1
1419341_at	13842	Epha8
1419342_at	170829	Tram2
1419343_at	56643	Slc15a1
1419344_at	21645	Tcte1
1419345_at	19226	Pth
1419346_a_at	20944	Svs5
1419347_x_at	20944	Svs5
1419348_at	19194	Bpifa2
1419349_a_at	13105	Cyp2d9
1419350_at	170833	Hook2
1419351_a_at	67669	l7Rn6
1419352_at	67669	l7Rn6
1419353_at	13480	Dpm1
1419354_at	93691	Klf7
1419355_at	93691	Klf7
1419356_at	93691	Klf7
1419357_at	57905	Isy1
1419358_at	81840	Sorcs2
1419359_at	192231	Hexim1
1419360_a_at	268996	Ss18
1419361_at	268996	Ss18
1419362_at	66223	Mrpl35
1419363_a_at	66223	Mrpl35
1419364_a_at	20115	Rps7
1419365_at	18631	Pex11a
1419366_at	67178	Zmat5
1419367_at	67460	Decr1
1419368_a_at	56515	Rnf138
1419369_at	56515	Rnf138
1419370_a_at	100034361|67532	Mfap1b|Mfap1a
1419371_s_at	56494	Gosr2
1419372_at	56494	Gosr2
1419373_at	110935	Atp6v1b1
1419374_at	22380	Wbp4
1419375_at	22380	Wbp4
1419376_at	67606	Fibin
1419377_at	192191	Med9
1419378_a_at	11936	Fxyd2
1419379_x_at	11936	Fxyd2
1419380_at	94187	Zfp423
1419381_at	57321	Terf2ip
1419382_a_at	28200	Dhrs4
1419383_at	20203	S100b
1419384_at	18693	Pick1
1419385_a_at	56085	Ubqln1
1419386_at	17063	Muc13
1419387_s_at	17063	Muc13
1419388_at	66261	Tm4sf20
1419389_at	23984	Pde10a
1419390_at	23984	Pde10a
1419391_at	17928	Myog
1419392_at	26875	Pclo
1419393_at	27409	Abcg5
1419394_s_at	20201	S100a8
1419395_at	74156	Acot12
1419396_at	13496	Arid3a
1419397_at	18968	Pola1
1419398_a_at	13476	Reep5
1419399_at	17777	Mttp
1419400_at	17777	Mttp
1419401_at	142688	Asb13
1419402_at	17427	Mns1
1419403_at	170748	Smco4
1419404_s_at	20437|20438	Siah1a|Siah1b
1419405_at	68039	Nmb
1419406_a_at	14025	Bcl11a
1419407_at	15139	Hc
1419408_at	20476	Six6
1419409_at	68720	Lce1b
1419410_at	53314	Batf
1419411_at	21334	Tac2
1419412_at	16963	Xcl1
1419413_at	20295	Ccl17
1419414_at	64337	Gng13
1419415_a_at	19411	Rarg
1419416_a_at	19411	Rarg
1419417_at	22341	Vegfc
1419418_a_at	17450	Morc1
1419419_at	108161	Fam50b
1419420_at	26938	St6galnac5
1419421_at	11733	Ank1
1419422_at	53871	Pkd2l2
1419423_at	192188	Stab2
1419424_at	19213	Ptf1a
1419425_at	12801	Cnr1
1419426_s_at	100041504|100041593|100042493|100504239|100504346|100504362|100862177|18829|65956	LOC100041504|LOC100041593|Ccl21b|Gm10591|Gm13304|Gm1987|Gm21541|Ccl21a|Ccl21c
1419427_at	12985	Csf3
1419428_a_at	14387	Gaa
1419429_at	12804	Cntfr
1419430_at	13082	Cyp26a1
1419431_at	13874	Ereg
1419432_at	20690	Spam1
1419433_at	18207	Nthl1
1419434_at	170441	Slc2a10
1419435_at	11761	Aox1
1419436_at	50702	Cfhr1
1419437_at	20465	Sim2
1419438_at	20465	Sim2
1419439_at	22116	Tsks
1419440_at	58522	Trim54
1419441_at	11837	Rplp0
1419442_at	17181	Matn2
1419443_at	100041953|20220	Gm10094|Sap18
1419444_at	100041953|20220	Gm10094|Sap18
1419445_s_at	100041953|20220	Gm10094|Sap18
1419446_at	57915	Tbc1d1
1419447_s_at	57915	Tbc1d1
1419448_at	57915	Tbc1d1
1419449_a_at	14678	Gnai2
1419450_at	66612	Ormdl3
1419451_at	56371	Fzr1
1419452_at	56207	Uchl5
1419453_at	56207	Uchl5
1419454_x_at	17344	Pias2
1419455_at	16155	Il10rb
1419456_at	67880	Dcxr
1419457_at	110596	Arhgef28
1419458_at	110596	Arhgef28
1419459_a_at	67075	Magt1
1419460_at	67053	Rpp14
1419461_at	67053	Rpp14
1419462_s_at	14894	Cfap20
1419463_at	80797	Clca3a2
1419464_at	269633	Wdr86
1419465_at	72293	Nkd2
1419466_at	72293	Nkd2
1419467_at	66864	Clec14a
1419468_at	66864	Clec14a
1419469_at	14696	Gnb4
1419470_at	14696	Gnb4
1419471_a_at	18221	Nudc
1419472_s_at	18221	Nudc
1419473_a_at	12424	Cck
1419474_a_at	13661	Ehf
1419475_a_at	13661	Ehf
1419476_at	58860	Adamdec1
1419477_at	93694	Clec2d
1419478_at	58210	Sectm1b
1419479_at	58210	Sectm1b
1419480_at	20343	Sell
1419481_at	20343	Sell
1419482_at	12267	C3ar1
1419483_at	12267	C3ar1
1419484_a_at	14467	Gbas
1419485_at	17300	Foxc1
1419486_at	17300	Foxc1
1419487_at	53311	Mybph
1419488_at	231130	Tnip2
1419489_at	106014	Fam19a5
1419490_at	106014	Fam19a5
1419491_at	13214	Defb1
1419492_s_at	13214	Defb1
1419493_a_at	21985	Tpd52
1419494_a_at	21985	Tpd52
1419495_at	93757	Immp2l
1419496_at	28254	Slco1a6
1419497_at	12576	Cdkn1b
1419498_at	66601	Tmigd1
1419499_at	14732	Gpam
1419500_at	18459	Pabpc2
1419501_at	27015	Polk
1419502_at	80860	Ghdc
1419503_at	20856	Stc2
1419504_at	68393	Mogat1
1419505_a_at	14593	Ggps1
1419506_at	14593	Ggps1
1419507_at	26560	Krtap15
1419508_at	19766	Ripk1
1419509_a_at	56174	Nagk
1419510_at	13897	Ces1e
1419511_at	55993	Msh4
1419512_at	54614	Prpf40b
1419513_a_at	13605	Ect2
1419514_at	18740	Pitx1
1419515_at	26382	Fgd2
1419516_at	108160	Fam50a
1419517_at	72978	Cnih3
1419518_at	53857	Tuba8
1419519_at	16000	Igf1
1419520_at	68396	Nat8
1419521_at	22756	Zfp94
1419522_at	67187	Zmynd19
1419523_at	13113	Cyp3a13
1419524_at	21990	Tph1
1419525_at	12352	Car5a
1419526_at	14191	Fgr
1419527_at	12845	Comp
1419528_at	100043194	Sult2a2
1419529_at	83430	Il23a
1419530_at	16160	Il12b
1419531_at	112418	1700102P08Rik
1419532_at	16178	Il1r2
1419533_at	18071	Nhlh1
1419534_at	108078	Olr1
1419535_at	67854	Slco6b1
1419536_a_at	19697	Rela
1419537_at	21426	Tfec
1419538_at	14255	Flt3
1419539_at	50916	Irx4
1419540_at	100042782|434726|434727|434728|83457	Gm14458|Gm5634|Gm14511|Gm14499|Fthl17
1419541_at	67395	Ppp1r2-ps9
1419542_at	13164	Dazl
1419543_a_at	20462	Tra2b
1419544_at	66335	Atp6v1c1
1419545_a_at	66335	Atp6v1c1
1419546_at	66335	Atp6v1c1
1419547_at	68636	Fahd1
1419548_at	16646	Kpna1
1419549_at	11846	Arg1
1419550_a_at	53416	Stk39
1419551_s_at	53416	Stk39
1419552_at	52665	Echdc1
1419553_a_at	19352	Rabggtb
1419554_at	16423	Cd47
1419555_at	13711	Elf5
1419556_at	13711	Elf5
1419557_a_at	66241	Tmem9
1419558_at	17248	Mdm4
1419559_at	64385	Cyp4f14
1419560_at	15450	Lipc
1419561_at	20302	Ccl3
1419562_at	12211	Birc6
1419563_at	12211	Birc6
1419564_at	68910	Zfp467
1419565_a_at	22764	Zfx
1419566_at	66930	Fank1
1419567_at	66930	Fank1
1419568_at	26413	Mapk1
1419569_a_at	57444	Isg20
1419570_at	114304	Slc28a3
1419571_at	114304	Slc28a3
1419572_a_at	19300	Abcd4
1419573_a_at	16852	Lgals1
1419574_at	30046	Zfp292
1419575_s_at	30046	Zfp292
1419576_at	15408	Hoxb13
1419577_at	103199	Fig4
1419578_at	17194	Mbl1
1419579_at	140918	Slc7a12
1419580_at	13385	Dlg4
1419581_at	13385	Dlg4
1419582_at	72082	Cyp2c55
1419583_at	12418	Cbx4
1419584_at	209683	Ttc28
1419585_at	19889	Rp2
1419586_at	19889	Rp2
1419587_s_at	19889	Rp2
1419588_at	26942	Spag1
1419589_at	17064	Cd93
1419590_at	13094	Cyp2b9
1419591_at	331063|83492	Gsdmc2|Gsdmc
1419592_at	22253	Unc5c
1419593_at	268527	Greb1
1419594_at	13035	Ctsg
1419595_a_at	14590	Ggh
1419596_at	13607	Eda
1419597_at	13607	Eda
1419598_at	68774	Ms4a6d
1419599_s_at	68774	Ms4a6d
1419600_at	56519	Defb4
1419601_at	16513	Kcnj10
1419602_at	15399	Hoxa2
1419603_at	15951	Ifi204
1419604_at	58203	Zbp1
1419605_at	17312	Clec10a
1419606_a_at	21955	Tnnt1
1419607_at	21926	Tnf
1419608_a_at	12587	Mia
1419609_at	12768	Ccr1
1419610_at	12768	Ccr1
1419611_at	70808	4632415L05Rik
1419612_at	70808	4632415L05Rik
1419613_at	12836	Col7a1
1419614_at	69836	Pla2g12b
1419615_at	64177	Trpv6
1419616_at	12168	Bmpr2
1419617_at	84036	Kcnn1
1419618_at	170442	Bbox1
1419619_at	74127	Krt80
1419620_at	30939	Pttg1
1419621_at	56642	Ankrd2
1419622_at	22238	Ugt2b5
1419623_at	57256	Prss21
1419624_a_at	66931	1700010I14Rik
1419625_at	15482	Hspa1l
1419626_at	23793	Adam25
1419627_s_at	56620	Clec4n
1419628_at	12677	Vsx2
1419629_at	17293	Mesp2
1419630_a_at	94091	Trim11
1419631_at	22376	Was
1419632_at	21683	Tecta
1419633_at	22255	Uncx
1419634_a_at	14601	Ghrh
1419635_at	67392	4833420G17Rik
1419636_at	67392	4833420G17Rik
1419637_s_at	67392	4833420G17Rik
1419638_at	13642	Efnb2
1419639_at	13642	Efnb2
1419640_at	19291	Purb
1419641_at	19291	Purb
1419642_at	19291	Purb
1419643_s_at	67719|72435	2310057J18Rik|2310065H11Rik
1419644_at	108062	Cstf2
1419645_at	108062	Cstf2
1419646_a_at	17196	Mbp
1419647_a_at	15937	Ier3
1419648_at	17913	Myo1c
1419649_s_at	17913	Myo1c
1419650_at	22763	Zfr
1419651_at	67149	Nkain1
1419652_s_at	67149	Nkain1
1419653_a_at	13207	Ddx5
1419654_at	21887	Tle3
1419655_at	21887	Tle3
1419656_at	192287	Slc25a36
1419657_a_at	192287	Slc25a36
1419658_at	15040|667803	H2-T23|C920025E04Rik
1419659_s_at	74277	Chic2
1419660_at	67008	Yae1d1
1419661_at	67008	Yae1d1
1419662_at	18295	Ogn
1419663_at	18295	Ogn
1419664_at	27364	Srr
1419665_a_at	56312	Nupr1
1419666_x_at	56312	Nupr1
1419667_at	24051	Sgcb
1419668_at	24051	Sgcb
1419669_at	19152	Prtn3
1419670_at	14317	Ftcd
1419671_a_at	171095	Il17rc
1419672_at	20745	Spock1
1419673_at	20745	Spock1
1419674_a_at	13479	Dpep1
1419675_at	18049	Ngf
1419676_at	17858	Mx2
1419677_at	17174	Masp1
1419678_at	50523	Lats2
1419679_at	50523	Lats2
1419680_a_at	68626	Elac2
1419681_a_at	50501	Prok2
1419682_a_at	381406|76367	Trp53rka|Trp53rkb
1419683_at	76367	Trp53rkb
1419684_at	20307	Ccl8
1419685_at	19704	Upf1
1419686_at	83922	Cep41
1419687_at	107227	Macrod1
1419688_at	23888	Gpc6
1419689_at	23888	Gpc6
1419690_at	67028|67064	2610002M06Rik|Chmp1b
1419691_at	12796	Camp
1419692_a_at	17001	Ltc4s
1419693_at	140792	Colec12
1419694_at	20449	St8sia1
1419695_at	20449	St8sia1
1419696_at	12504	Cd4
1419697_at	56066	Cxcl11
1419698_at	56066	Cxcl11
1419699_at	68662	Scgb3a1
1419700_a_at	19126	Prom1
1419701_s_at	72615	Anks3
1419702_at	21339	Taf1a
1419703_at	53867	Col5a3
1419704_at	100041375|53973	Cyp3a41b|Cyp3a41a
1419705_at	56078	Car5b
1419706_a_at	83397	Akap12
1419707_at	23927	Krtap14
1419708_at	22420	Wnt6
1419709_at	20863	Stfa3
1419710_at	104079	Nxph3
1419711_at	12516	Cd7
1419712_at	16188	Il3ra
1419713_at	67331	Atp8b3
1419714_at	60533	Cd274
1419715_at	66479	1700029F12Rik
1419716_a_at	18986	Pou2f1
1419717_at	20349	Sema3e
