PROBEID	ENTREZID	SYMBOL
1446524_at	NA	NA
1446525_at	NA	NA
1446526_at	100039704|105398	Gm2379|9330199F22Rik
1446527_at	11608	Agtr1b
1446528_at	213326	Scyl2
1446529_at	NA	NA
1446530_at	NA	NA
1446531_at	NA	NA
1446532_at	NA	NA
1446533_at	382056	Crtc1
1446534_at	26360	Angptl2
1446535_at	NA	NA
1446536_at	214968	Sema6d
1446537_at	NA	NA
1446538_at	NA	NA
1446539_at	69008	Cab39l
1446540_at	102636806	Gm33777
1446541_at	381693	Wdr95
1446542_at	60525	Acss2
1446543_at	100861947|231659	Gm13123|Gcn1l1
1446544_at	NA	NA
1446545_at	NA	NA
1446546_at	192289	Tmlhe
1446547_at	320377	9330175E14Rik
1446548_at	NA	NA
1446549_at	74901	Kbtbd11
1446550_at	14852	Gspt1
1446551_at	100504734	Gm16794
1446552_at	20497	Slc12a3
1446553_at	NA	NA
1446554_at	243816	Gp6
1446555_at	NA	NA
1446556_at	16506	Kcnd1
1446557_at	272031	Lppr1
1446558_at	102442	Dennd4a
1446559_at	320329	D830016K09Rik
1446560_at	76453	Prss23
1446561_at	18510	Pax8
1446562_at	NA	NA
1446563_at	723817	Mir133b
1446564_at	52543	D18Ertd169e
1446565_at	NA	NA
1446566_at	NA	NA
1446567_at	NA	NA
1446568_at	NA	NA
1446569_at	NA	NA
1446570_at	NA	NA
1446571_at	NA	NA
1446572_at	NA	NA
1446573_at	13612	Edil3
1446574_at	NA	NA
1446575_at	97694	C77583
1446576_at	NA	NA
1446577_at	18578	Pde4b
1446578_at	NA	NA
1446579_at	NA	NA
1446580_at	68117	Apool
1446581_at	NA	NA
1446582_at	272158	Poln
1446583_at	NA	NA
1446584_at	NA	NA
1446585_at	NA	NA
1446586_at	100504061	8030451A03Rik
1446587_at	NA	NA
1446588_at	NA	NA
1446589_at	NA	NA
1446590_at	NA	NA
1446591_at	380842	Stmnd1
1446592_at	NA	NA
1446593_at	NA	NA
1446594_at	100043335	Gm4371
1446595_at	20403	Itsn2
1446596_at	NA	NA
1446597_at	100038580	6820445E23Rik
1446598_at	NA	NA
1446599_at	NA	NA
1446600_at	NA	NA
1446601_at	NA	NA
1446602_at	NA	NA
1446603_at	NA	NA
1446604_at	NA	NA
1446605_at	NA	NA
1446606_at	625175	1700028E10Rik
1446607_at	NA	NA
1446608_at	NA	NA
1446609_at	NA	NA
1446610_at	140580	Elmo1
1446611_at	NA	NA
1446612_at	319756	9330118A15Rik
1446613_at	NA	NA
1446614_at	NA	NA
1446615_at	NA	NA
1446616_at	NA	NA
1446617_at	NA	NA
1446618_at	432971	A130088B03Rik
1446619_at	320628	A130038J17Rik
1446620_at	NA	NA
1446621_at	NA	NA
1446622_at	414087	A330068G13Rik
1446623_at	NA	NA
1446624_at	246179	Fktn
1446625_at	67888	Tmem100
1446626_at	27883	Tango2
1446627_at	NA	NA
1446628_at	NA	NA
1446629_at	NA	NA
1446630_at	NA	NA
1446631_at	329514	Il1bos
1446632_at	NA	NA
1446633_at	74244	Atg7
1446634_at	330479	D830036C21Rik
1446635_at	52587	D13Ertd476e
1446636_at	319939	Tns3
1446637_at	666539	Gm8154
1446638_at	19273	Ptpru
1446639_at	NA	NA
1446640_at	NA	NA
1446641_at	NA	NA
1446642_at	75725	Phf14
1446643_at	319766	5330409N07Rik
1446644_at	NA	NA
1446645_at	320604	Ccdc169
1446646_at	100126244|209361	Gm13262|Taf3
1446647_at	NA	NA
1446648_at	NA	NA
1446649_at	NA	NA
1446650_at	NA	NA
1446651_at	NA	NA
1446652_at	194590	Reps2
1446653_at	NA	NA
1446654_at	NA	NA
1446655_at	240880	Scyl3
1446656_at	NA	NA
1446657_at	207839	Galnt6
1446658_at	NA	NA
1446659_at	100503230	Gm19600
1446660_at	NA	NA
1446661_at	NA	NA
1446662_at	78809	4930562C15Rik
1446663_at	NA	NA
1446664_at	52542	D15Ertd154e
1446665_at	97008	C80918
1446666_at	239337	Adamts12
1446667_at	NA	NA
1446668_at	NA	NA
1446669_at	NA	NA
1446670_at	NA	NA
1446671_at	NA	NA
1446672_at	NA	NA
1446673_at	319525	D330013E07Rik
1446674_at	NA	NA
1446675_at	11534	Adk
1446676_at	327781	A130033P14
1446677_at	320566	A830029E22Rik
1446678_at	52474	D14Ertd16e
1446679_at	NA	NA
1446680_at	NA	NA
1446681_at	105710	BB086117
1446682_at	NA	NA
1446683_at	13859	Eps15l1
1446684_at	56784	Ralgapa1
1446685_at	665033	Col6a5
1446686_at	NA	NA
1446687_at	67465	Sf3a1
1446688_at	NA	NA
1446689_at	268857	Nlrc3
1446690_at	102633368	Gm31210
1446691_at	71785	Pdgfd
1446692_at	NA	NA
1446693_at	NA	NA
1446694_at	NA	NA
1446695_at	NA	NA
1446696_at	73916	Ift57
1446697_at	NA	NA
1446698_at	210126	Lpp
1446699_at	230674	Kdm4a
1446700_at	NA	NA
1446701_at	18669	Abcb1b
1446702_at	NA	NA
1446703_at	NA	NA
1446704_at	NA	NA
1446705_at	NA	NA
1446706_at	97872	C79123
1446707_at	NA	NA
1446708_at	53417	Hif3a
1446709_at	NA	NA
1446710_at	97507	C76669
1446711_at	NA	NA
1446712_at	18212	Ntrk2
1446713_at	NA	NA
1446714_x_at	NA	NA
1446715_at	268379	Abca13
1446716_at	NA	NA
1446717_at	NA	NA
1446718_at	18036	Nfkbib
1446719_at	320817	Atad2b
1446720_at	NA	NA
1446721_at	NA	NA
1446722_at	NA	NA
1446723_at	NA	NA
1446724_at	NA	NA
1446725_at	319460	A130094D17Rik
1446726_at	102633095	Gm31005
1446727_at	NA	NA
1446728_at	51937	D3Ertd797e
1446729_at	214240	Disp2
1446730_at	NA	NA
1446731_at	100040608	Fancf
1446732_at	NA	NA
1446733_at	NA	NA
1446734_at	97136	C77438
1446735_at	20403	Itsn2
1446736_at	NA	NA
1446737_a_at	320191	Hook3
1446738_at	NA	NA
1446739_at	NA	NA
1446740_at	NA	NA
1446741_at	432868	Gm5463
1446742_at	NA	NA
1446743_at	76130	Las1l
1446744_at	234214	Sorbs2
1446745_at	433637	Gm5547
1446746_at	71720	Osbpl3
1446747_at	320277	Spef2
1446748_at	102635638|69849	LOC102635638|2010007H06Rik
1446749_at	16709	Ktn1
1446750_at	16210	Impact
1446751_s_at	16210	Impact
1446752_at	97229	C78200
1446753_at	NA	NA
1446754_a_at	574519	Vax2os
1446755_at	NA	NA
1446756_at	208188	Ghsr
1446757_at	NA	NA
1446758_at	107976	Bre
1446759_at	217708	Lin52
1446760_at	69716	Trip13
1446761_at	52067	D8Ertd56e
1446762_at	NA	NA
1446763_at	NA	NA
1446764_at	NA	NA
1446765_at	98059	C77973
1446766_at	105292	AU022746
1446767_at	NA	NA
1446768_at	NA	NA
1446769_at	72747	Ttc39c
1446770_at	18707	Pik3cd
1446771_at	53857	Tuba8
1446772_at	NA	NA
1446773_at	240216	E230025N22Rik
1446774_at	78713	D530017H19Rik
1446775_at	NA	NA
1446776_at	97952	C77581
1446777_at	75396	Spp2
1446778_at	NA	NA
1446779_at	NA	NA
1446780_at	NA	NA
1446781_at	52071	D8Ertd54e
1446782_at	72635	Lins1
1446783_at	NA	NA
1446784_at	NA	NA
1446785_at	102639103	Gm35497
1446786_at	NA	NA
1446787_at	NA	NA
1446788_at	319290	A430091L06Rik
1446789_at	67197	Zcrb1
1446790_at	97370	C78948
1446791_at	94227	Pi15
1446792_at	NA	NA
1446793_at	68832	Ldah
1446794_at	NA	NA
1446795_at	NA	NA
1446796_at	NA	NA
1446797_at	320426	A330075M08Rik
1446798_at	225028	Map4k3
1446799_at	NA	NA
1446800_at	68067	3010026O09Rik
1446801_at	NA	NA
1446802_at	11927	Atox1
1446803_at	105445	Dock9
1446804_at	NA	NA
1446805_at	NA	NA
1446806_at	102632799|664862	Gm30777|Gpr137b-ps
1446807_at	84092	Usp8
1446808_at	NA	NA
1446809_at	320260	A230059L01Rik
1446810_at	403346	A730062M13Rik
1446811_at	NA	NA
1446812_at	NA	NA
1446813_s_at	52139	D5Ertd560e
1446814_at	11872	Art2b
1446815_at	NA	NA
1446816_at	NA	NA
1446817_at	52462	D10Ertd43e
1446818_at	NA	NA
1446819_at	NA	NA
1446820_at	319535	Zfp182
1446821_at	NA	NA
1446822_at	52138	D5Ertd543e
1446823_at	52225	D4Ertd103e
1446824_at	NA	NA
1446825_at	NA	NA
1446826_at	65246	Xpo7
1446827_at	17978	Ncoa2
1446828_at	NA	NA
1446829_at	52545	D12Ertd216e
1446830_at	100274	AU015892
1446831_at	52350	D5Ertd521e
1446832_at	NA	NA
1446833_at	NA	NA
1446834_at	13032	Ctsc
1446835_at	NA	NA
1446836_at	NA	NA
1446837_at	NA	NA
1446838_at	67979	Atad1
1446839_at	NA	NA
1446840_at	NA	NA
1446841_at	NA	NA
1446842_at	52341	D4Ertd571e
1446843_at	NA	NA
1446844_at	66433	Chchd7
1446845_at	272350	Gm5065
1446846_at	100302648	Gm11944
1446847_at	68339	Ccdc88c
1446848_at	NA	NA
1446849_at	NA	NA
1446850_at	NA	NA
1446851_at	69700	Col22a1
1446852_at	NA	NA
1446853_at	NA	NA
1446854_at	NA	NA
1446855_at	230895	Vps13d
1446856_at	28044	D3Wsu167e
1446857_at	97266	C87115
1446858_at	100825	AU022245
1446859_at	NA	NA
1446860_at	NA	NA
1446861_at	75612	Gns
1446862_at	NA	NA
1446863_at	NA	NA
1446864_at	NA	NA
1446865_at	NA	NA
1446866_at	NA	NA
1446867_at	545030|97936	Wdfy4|C87190
1446868_at	NA	NA
1446869_at	100503582	Gm19784
1446870_at	52134	D4Ertd510e
1446871_at	52334	D7Ertd481e
1446872_at	105289	AU021877
1446873_at	NA	NA
1446874_at	NA	NA
1446875_at	NA	NA
1446876_at	320808	Dcaf5
1446877_at	329387	C230014O12Rik
1446878_at	NA	NA
1446879_at	NA	NA
1446880_at	NA	NA
1446881_at	105974	AU022749
1446882_at	NA	NA
1446883_at	232217	4933427D06Rik
1446884_at	104509	AU022554
1446885_at	NA	NA
1446886_at	NA	NA
1446887_at	NA	NA
1446888_at	52108	D9Ertd115e
1446889_at	52165	D2Ertd105e
1446890_at	545929	Gm5891
1446891_at	72750	Fam117b
1446892_at	NA	NA
1446893_at	434228	Gm5600
1446894_at	102632922	Gm30873
1446895_at	NA	NA
1446896_at	102232	AU022186
1446897_at	NA	NA
1446898_at	NA	NA
1446899_at	NA	NA
1446900_at	52303	D1Ertd218e
1446901_at	103358	AU022077
1446902_at	106993	AU022538
1446903_at	NA	NA
1446904_at	NA	NA
1446905_at	NA	NA
1446906_at	97548	C81615
1446907_at	NA	NA
1446908_at	NA	NA
1446909_at	NA	NA
1446910_at	NA	NA
1446911_at	NA	NA
1446912_at	NA	NA
1446913_at	NA	NA
1446914_at	96999	C80425
1446915_at	52275	D7Ertd316e
1446916_at	NA	NA
1446917_at	NA	NA
1446918_at	NA	NA
1446919_at	408062	Zfp873
1446920_at	NA	NA
1446921_at	NA	NA
1446922_at	NA	NA
1446923_at	NA	NA
1446924_at	NA	NA
1446925_at	12234	Btrc
1446926_at	66824	Pycard
1446927_at	NA	NA
1446928_at	69408	Dnajc17
1446929_at	100038651	D130062J21Rik
1446930_at	NA	NA
1446931_at	NA	NA
1446932_at	NA	NA
1446933_at	67429	Nudcd1
1446934_at	NA	NA
1446935_at	NA	NA
1446936_at	NA	NA
1446937_at	NA	NA
1446938_at	100498	AA408213
1446939_at	NA	NA
1446940_at	22034	Traf6
1446941_at	102631588|98146	Gm16068|C78505
1446942_at	100041979	Gm3604
1446943_at	NA	NA
1446944_at	52086	D1Ertd84e
1446945_at	NA	NA
1446946_at	NA	NA
1446947_at	NA	NA
1446948_at	NA	NA
1446949_at	73886	4930431P19Rik
1446950_at	NA	NA
1446951_at	320452	P4ha3
1446952_at	52634	D11Ertd506e
1446953_at	NA	NA
1446954_at	NA	NA
1446955_at	NA	NA
1446956_at	80750	N4bp1
1446957_s_at	80750	N4bp1
1446958_at	52548	D13Ertd150e
1446959_at	99805	AU021871
1446960_at	NA	NA
1446961_at	NA	NA
1446962_at	NA	NA
1446963_at	328949	Mcc
1446964_at	NA	NA
1446965_at	69632	Arhgef12
1446966_at	328258	Slc25a48
1446967_at	NA	NA
1446968_at	233489	Picalm
1446969_at	NA	NA
1446970_at	NA	NA
1446971_at	28120	D10Wsu159e
1446972_at	28112	D15Wsu126e
1446973_at	NA	NA
1446974_at	18711	Pikfyve
1446975_at	69743	Casz1
1446976_at	52481	D7Ertd758e
1446977_at	NA	NA
1446978_at	NA	NA
1446979_at	69305	Dcps
1446980_at	NA	NA
1446981_at	231570	A830010M20Rik
1446982_at	NA	NA
1446983_at	214498	Cdc73
1446984_at	NA	NA
1446985_at	NA	NA
1446986_at	545474	Scrt2
1446987_at	NA	NA
1446988_at	NA	NA
1446989_at	NA	NA
1446990_at	18027	Nfia
1446991_at	NA	NA
1446992_at	NA	NA
1446993_at	NA	NA
1446994_at	227715	Exosc2
1446995_at	13123	Cyp7b1
1446996_at	NA	NA
1446997_at	55944	Eif3d
1446998_at	NA	NA
1446999_at	NA	NA
1447000_at	NA	NA
1447001_at	98039	C87114
1447002_at	NA	NA
1447003_at	NA	NA
1447004_at	320684	9630028H03Rik
1447005_at	NA	NA
1447006_at	NA	NA
1447007_at	71841	Tcp11x2
1447008_at	NA	NA
1447009_at	96987	C79657
1447010_at	NA	NA
1447011_at	NA	NA
1447012_at	100038614	Gm10791
1447013_at	NA	NA
1447014_at	NA	NA
1447015_at	NA	NA
1447016_at	57915	Tbc1d1
1447017_at	NA	NA
1447018_at	NA	NA
1447019_at	12763	Cmah
1447020_at	NA	NA
1447021_at	100039691	Lincenc1
1447022_at	NA	NA
1447023_at	NA	NA
1447024_at	NA	NA
1447025_at	NA	NA
1447026_at	229542	Gatad2b
1447027_s_at	79464	Lias
1447028_at	75304	4930563E22Rik
1447029_at	NA	NA
1447030_at	100038480	Gm10461
1447031_at	NA	NA
1447032_at	NA	NA
1447033_at	329839	Gm829
1447034_at	NA	NA
1447035_at	399611	A230091C14Rik
1447036_at	12661	Chl1
1447037_at	83946	Phip
1447038_x_at	83946	Phip
1447039_at	NA	NA
1447040_at	NA	NA
1447041_at	214112	Nipal4
1447042_at	241311	Zbtb34
1447043_at	NA	NA
1447044_at	NA	NA
1447045_at	NA	NA
1447046_at	NA	NA
1447047_at	NA	NA
1447048_at	NA	NA
1447049_at	NA	NA
1447050_at	NA	NA
1447051_at	68690	1110028F11Rik
1447052_at	NA	NA
1447053_x_at	67437	Ssr3
1447054_at	97397	C85395
1447055_at	230935	Dnajc11
1447056_at	20916	Sucla2
1447057_at	NA	NA
1447058_at	320846	A530058N18Rik
1447059_at	NA	NA
1447060_at	NA	NA
1447061_at	53417	Hif3a
1447062_at	NA	NA
1447063_at	74211	1700017B05Rik
1447064_at	NA	NA
1447065_at	330070	Gm5107
1447066_at	NA	NA
1447067_at	NA	NA
1447068_at	NA	NA
1447069_at	NA	NA
1447070_at	22384	Eif4h
1447071_at	NA	NA
1447072_at	NA	NA
1447073_at	14897|96887	Trip12|C78997
1447074_at	NA	NA
1447075_at	NA	NA
1447076_at	338352	Nell1
1447077_at	NA	NA
1447078_at	NA	NA
1447079_at	NA	NA
1447080_at	11428	Aco1
1447081_at	NA	NA
1447082_at	329973	C630004L07Rik
1447083_at	NA	NA
1447084_at	18018	Nfatc1
1447085_s_at	18018	Nfatc1
1447086_at	NA	NA
1447087_at	NA	NA
1447088_at	NA	NA
1447089_at	104303	Arl1
1447090_s_at	104303	Arl1
1447091_at	NA	NA
1447092_at	NA	NA
1447093_at	NA	NA
1447094_at	NA	NA
1447095_at	102635387|97564	Gm32743|C86942
1447096_at	NA	NA
1447097_at	100041986|432812	Gm3609|BC052688
1447098_at	NA	NA
1447099_at	NA	NA
1447100_s_at	70617	5730508B09Rik
1447101_at	68867	Rnf122
1447102_at	NA	NA
1447103_at	214444	Cdk5rap2
1447104_at	NA	NA
1447105_at	NA	NA
1447106_at	NA	NA
1447107_at	67848	Ddx55
1447108_at	NA	NA
1447109_at	NA	NA
1447110_at	NA	NA
1447111_at	NA	NA
1447112_s_at	68631	Cryl1
1447113_at	NA	NA
1447114_x_at	78108	Particl
1447115_at	216441	Slc26a10
1447116_at	NA	NA
1447117_at	NA	NA
1447118_at	52036	Ppp6r3
1447119_at	NA	NA
1447120_at	NA	NA
1447121_at	NA	NA
1447122_at	NA	NA
1447123_at	NA	NA
1447124_at	NA	NA
1447125_at	NA	NA
1447126_at	102633575	Gm31367
1447127_at	NA	NA
1447128_at	78703	C330013J21Rik
1447129_at	NA	NA
1447130_at	27971	D8Wsu26e
1447131_at	NA	NA
1447132_at	NA	NA
1447133_at	NA	NA
1447134_at	NA	NA
1447135_at	NA	NA
1447136_at	NA	NA
1447137_at	NA	NA
1447138_at	103875	AI853502
1447139_at	12055	Bcl7c
1447140_at	329478	C130078N14
1447141_at	106391	AW107722
1447142_at	56092	Cts7
1447143_at	NA	NA
1447144_at	NA	NA
1447145_at	NA	NA
1447146_s_at	193116	Slu7
1447147_at	NA	NA
1447148_at	NA	NA
1447149_at	331004	Slc9a9
1447150_at	105689	Mycbp2
1447151_at	NA	NA
1447152_at	NA	NA
1447153_x_at	NA	NA
1447154_at	NA	NA
1447155_at	NA	NA
1447156_at	NA	NA
1447157_at	75016	4930480K23Rik
1447158_at	NA	NA
1447159_at	NA	NA
1447160_at	53610	Nono
1447161_at	NA	NA
1447162_at	NA	NA
1447163_x_at	NA	NA
1447164_at	NA	NA
1447165_at	NA	NA
1447166_at	NA	NA
1447167_at	NA	NA
1447168_at	NA	NA
1447169_at	77760	A230106O10Rik
1447170_at	NA	NA
1447171_at	NA	NA
1447172_at	NA	NA
1447173_at	320352	Lrrc31
1447174_at	NA	NA
1447175_at	NA	NA
1447176_at	NA	NA
1447177_at	NA	NA
1447178_at	NA	NA
1447179_at	NA	NA
1447180_at	NA	NA
1447181_s_at	20540	Slc7a7
1447182_at	97225	C77815
1447183_at	NA	NA
1447184_at	106717	AU021760
1447185_at	NA	NA
1447186_at	381884	Slc6a16
1447187_at	NA	NA
1447188_at	NA	NA
1447189_at	NA	NA
1447190_at	102635682	LOC102635682
1447191_at	239667	Dip2b
1447192_at	NA	NA
1447193_at	NA	NA
1447194_at	NA	NA
1447195_at	NA	NA
1447196_at	640627	Gm9789
1447197_at	97664	C86544
1447198_at	19691	Recql
1447199_at	97089	C80763
1447200_at	72238	Tbc1d5
1447201_at	102638744	Gm12784
1447202_at	67454	Ikbip
1447203_at	102635744	Gm28729
1447204_at	NA	NA
1447205_x_at	100529074|20042|671641	Snora33|Rps12|Rps12l2
1447206_at	NA	NA
1447207_at	414872	Zyg11b
1447208_at	NA	NA
1447209_at	NA	NA
1447210_at	NA	NA
1447211_at	268903	Nrip1
1447212_at	72068	Cnot2
1447213_at	NA	NA
1447214_at	102635442|231252	LOC102635442|Chrna9
1447215_at	269701	Wdr66
1447216_at	18189	Nrxn1
1447217_at	109113	Uhrf2
1447218_at	68466	1110003F02Rik
1447219_at	NA	NA
1447220_at	NA	NA
1447221_x_at	NA	NA
1447222_at	73442	Hspa12a
1447223_at	NA	NA
1447224_at	NA	NA
1447225_at	217316	Slc16a5
1447226_at	NA	NA
1447227_at	NA	NA
1447228_at	77038	Arfgap2
1447229_x_at	77038	Arfgap2
1447230_at	103784	Wdr92
1447231_at	NA	NA
1447232_at	NA	NA
1447233_at	101359	Prrt4
1447234_s_at	72183	Snx6
1447235_at	69279	1700001D01Rik
1447236_at	16564	Kif21a
1447237_at	NA	NA
1447238_at	NA	NA
1447239_at	NA	NA
1447240_at	NA	NA
1447241_at	NA	NA
1447242_at	NA	NA
1447243_at	414073	BC040756
1447244_at	225912	Cyb561a3
1447245_at	NA	NA
1447246_at	791354	Gm9873
1447247_at	NA	NA
1447248_at	277468	Slc39a12
1447249_at	NA	NA
1447250_a_at	545428	Ccdc141
1447251_x_at	545428	Ccdc141
1447252_s_at	17287	Mep1a
1447253_x_at	269113	Nup54
1447254_at	NA	NA
1447255_at	69548	2310015A10Rik
1447256_at	102635192	Gm16835
1447257_at	NA	NA
1447258_at	NA	NA
1447259_at	11735	Ank3
1447260_at	14963|15007|547348|547349|676837	H2-Bl|H2-Q10|H2-T3-like|LOC547349|Gm38417
1447261_at	NA	NA
1447262_at	NA	NA
1447263_at	NA	NA
1447264_at	75767	Rab11fip1
1447265_at	106274	AI848615
1447266_at	217109	Utp18
1447267_at	97983	C85319
1447268_at	97961	Nol12
1447269_at	58227	Fam184b
1447270_at	NA	NA
1447271_at	17973	Nck1
1447272_s_at	11982	Atp10a
1447273_x_at	11982	Atp10a
1447274_at	NA	NA
1447275_at	241950	Bbs12
1447276_at	52471	D13Ertd37e
1447277_s_at	66881	Pcyox1
1447278_at	214552	Cep164
1447279_at	230259	E130308A19Rik
1447280_at	NA	NA
1447281_at	NA	NA
1447282_at	64337	Gng13
1447283_at	211484	Tsga10
1447284_at	58217	Trem1
1447285_at	NA	NA
1447286_at	NA	NA
1447287_at	97213	C77137
1447288_at	NA	NA
1447289_at	106862	AA763521
1447290_at	66460	Sys1
1447291_at	445267	Nphs1os
1447292_at	226977	Actr1b
1447293_x_at	226977	Actr1b
1447294_at	103583	Fbxw11
1447295_at	NA	NA
1447296_at	233040	Fbxo27
1447297_at	102636045	Gm16185
1447298_at	320203	C130071C03Rik
1447299_at	NA	NA
1447300_at	244810	AW551984
1447301_at	238276	Akap5
1447302_at	NA	NA
1447303_at	74062	Speer8-ps1
1447304_at	NA	NA
1447305_at	NA	NA
1447306_at	75148	4930545H06Rik
1447307_at	NA	NA
1447308_at	71949	Cers5
1447309_at	NA	NA
1447310_at	235386	Hykk
1447311_at	20538	Slc6a2
1447312_at	NA	NA
1447313_at	NA	NA
1447314_at	NA	NA
1447315_at	NA	NA
1447316_at	NA	NA
1447317_at	NA	NA
1447318_at	NA	NA
1447319_at	14043	Ext2
1447320_x_at	20018	Polr1d
1447321_at	NA	NA
1447322_at	NA	NA
1447323_at	NA	NA
1447324_at	NA	NA
1447325_at	NA	NA
1447326_s_at	56364	Zmym3
1447327_at	NA	NA
1447328_at	NA	NA
1447329_at	NA	NA
1447330_at	58206	Zbtb32
1447331_at	NA	NA
1447332_at	NA	NA
1447333_at	NA	NA
1447334_at	14025	Bcl11a
1447335_x_at	14025	Bcl11a
1447336_at	100038566	Gm10658
1447337_at	NA	NA
1447338_at	NA	NA
1447339_at	NA	NA
1447340_at	NA	NA
1447341_at	NA	NA
1447342_at	NA	NA
1447343_at	18187	Nrp2
1447344_at	NA	NA
1447345_at	NA	NA
1447346_s_at	18218	Dusp8
1447347_at	NA	NA
1447348_at	NA	NA
1447349_s_at	75560	Ep400
1447350_at	NA	NA
1447351_x_at	NA	NA
1447352_at	100039095	Gm2044
1447353_at	240888	Gpr161
1447354_at	NA	NA
1447355_at	14081	Acsl1
1447356_at	554292	Methig1
1447357_at	NA	NA
1447358_at	97836	C87198
1447359_at	101544	Zfp575
1447360_at	NA	NA
1447361_at	100503330	AI464196
1447362_at	12236	Bub1b
1447363_s_at	12236	Bub1b
1447364_x_at	17912	Myo1b
1447365_at	NA	NA
1447366_at	NA	NA
1447367_at	212986	Scfd2
1447368_at	100040766	Mroh2a
1447369_at	98685	Trmt1l
1447370_at	NA	NA
1447371_at	320692	9430037G07Rik
1447372_at	69748	Aldh16a1
1447373_at	NA	NA
1447374_at	NA	NA
1447375_at	NA	NA
1447376_at	17454	Mov10
1447377_at	100502896|100502924|100862015|101055863|242502|623197	LOC100502896|Gm11237|LOC100862015|LOC101055863|Gm428|Gm11236
1447378_at	212679	Mars2
1447379_at	NA	NA
1447380_at	71761	Amdhd1
1447381_at	NA	NA
1447382_at	78928	Pigt
1447383_at	NA	NA
1447384_at	27416	Abcc5
1447385_at	NA	NA
1447386_at	NA	NA
1447387_at	NA	NA
1447388_at	100041057|101056250|546061|620078|677525	LOC100041057|Gm16026|LOC546061|C130026I21Rik|LOC677525
1447389_at	102573	AI662168
1447390_at	NA	NA
1447391_at	NA	NA
1447392_s_at	12874	Cpd
1447393_at	NA	NA
1447394_at	622139	Clca4c-ps
1447395_at	403172	Defb21
1447396_at	NA	NA
1447397_at	330577	Saxo2
1447398_at	NA	NA
1447399_at	NA	NA
1447400_at	20187	Ryk
1447401_at	60321	Wbp11
1447402_at	NA	NA
1447403_a_at	67187	Zmynd19
1447404_at	225743	Rnf165
1447405_at	NA	NA
1447406_at	66978	Luc7l
1447407_at	106952	Arap3
1447408_at	NA	NA
1447409_at	NA	NA
1447410_at	NA	NA
1447411_at	NA	NA
1447412_at	381353	Gm996
1447413_at	NA	NA
1447414_at	NA	NA
1447415_at	NA	NA
1447416_at	237558	Myrfl
1447417_at	270627	Taf1
1447418_at	NA	NA
1447419_at	NA	NA
1447420_at	223770	Brd1
1447421_at	NA	NA
1447422_at	NA	NA
1447423_at	NA	NA
1447424_at	NA	NA
1447425_at	58188	Vstm2b
1447426_at	NA	NA
1447427_at	NA	NA
1447428_at	NA	NA
1447429_at	NA	NA
1447430_at	NA	NA
1447431_at	232449	Dera
1447432_s_at	74120	Zfp263
1447433_at	72145	Wdfy3
1447434_at	NA	NA
1447435_at	NA	NA
1447436_at	102524	AI451250
1447437_at	100503901	Gm19950
1447438_at	NA	NA
1447439_at	71868	Thegl
1447440_at	100043462|621832|668830|68051	Nutf2-ps1|Nutf2-ps2|Gm9386|Nutf2
1447441_at	207212	Arhgef17
1447442_at	NA	NA
1447443_at	NA	NA
1447444_at	67586	Ubxn11
1447445_at	NA	NA
1447446_at	NA	NA
1447447_s_at	51796	Srrm1
1447448_s_at	23849	Klf6
1447449_at	NA	NA
1447450_at	19014	Med1
1447451_at	75259	4930556M19Rik
1447452_at	28193	Reep3
1447453_x_at	NA	NA
1447454_at	NA	NA
1447455_at	NA	NA
1447456_x_at	620253	Dcpp3
1447457_at	102639518	LOC102639518
1447458_at	NA	NA
1447459_at	NA	NA
1447460_at	NA	NA
1447461_at	102632022|102640642	Gm30200|Astx3
1447462_at	28017	D7Wsu130e
1447463_at	NA	NA
1447464_at	77531	Anks1b
1447465_at	NA	NA
1447466_at	NA	NA
1447467_at	19262	Ptpra
1447468_at	NA	NA
1447469_at	320234	Ccdc66
1447470_at	76987	Hdhd2
1447471_at	NA	NA
1447472_at	NA	NA
1447473_at	NA	NA
1447474_at	51801	Ramp1
1447475_at	381217	Fam189a2
1447476_at	224814	Abcc10
1447477_at	76980	Ube2ql1
1447478_at	NA	NA
1447479_at	102635243	Gm32633
1447480_at	14169	Fgf14
1447481_at	NA	NA
1447482_at	217708	Lin52
1447483_s_at	NA	NA
1447484_x_at	NA	NA
1447485_at	238725	Gpr150
1447486_at	NA	NA
1447487_at	226115	Opalin
1447488_at	NA	NA
1447489_at	68796	Tmem214
1447490_at	NA	NA
1447491_at	NA	NA
1447492_at	100039186	Gm2087
1447493_at	193003	Pirt
1447494_at	52819	D7Bwg0826e
1447495_at	66930	Fank1
1447496_s_at	66930	Fank1
1447497_at	NA	NA
1447498_at	13608	Edar
1447499_s_at	18379|382088	Omt2a|Omt2b
1447500_at	13048	Cux2
1447501_at	NA	NA
1447502_at	NA	NA
1447503_at	225994	Nmrk1
1447504_at	NA	NA
1447505_at	74235	1700020G03Rik
1447506_at	NA	NA
1447507_at	97603	C80406
1447508_at	NA	NA
1447509_at	NA	NA
1447510_at	399604	C530014P21Rik
1447511_at	NA	NA
1447512_at	NA	NA
1447513_at	56543	Kcnd3
1447514_at	NA	NA
1447515_at	NA	NA
1447516_at	NA	NA
1447517_at	72198	Skiv2l2
1447518_at	72119	Tpx2
1447519_x_at	72119	Tpx2
1447520_at	16803	Lbp
1447521_x_at	223666	Arhgap39
